year,word,frequency
1918,cornetfish,0.0
1918,damselfish,0.0
1918,filefish,0.005126
1918,frogfish,0.000366
1918,goatfish,0.00285
1918,hawkfish,3.4e-05
1918,lionfish,0.0
1918,lizardfish,0.00019
1918,needlefish,0.001993
1918,parrotfish,0.001813
1918,pipefish,0.010266
1918,porcupinefish,0.000228
1918,rabbitfish,0.000284
1918,scorpionfish,0.000109
1918,sharksucker,0.000284
1918,soldierfish,0.0
1918,squirrelfish,0.000371
1918,surgeonfish,0.000583
1918,triggerfish,0.002142
1918,trumpetfish,4.3e-05
1918,unicornfish,0.0
1918,wrasse,0.009661
1919,angelfish,0.00252
1919,blenny,0.029653
1919,butterflyfish,0.000199
1919,cornetfish,2e-06
1919,filefish,0.004868
1919,frogfish,0.000388
1919,goatfish,0.002909
1919,hawkfish,3.4e-05
1919,lizardfish,0.000165
1919,needlefish,0.001956
1919,parrotfish,0.001533
1919,pipefish,0.010295
1919,porcupinefish,0.000253
1919,rabbitfish,0.000273
1919,scorpionfish,8.5e-05
1919,sharksucker,0.000337
1919,squirrelfish,0.000195
1919,surgeonfish,0.000575
1919,triggerfish,0.001699
1919,trumpetfish,0.000102
1919,unicornfish,2e-06
1919,wrasse,0.010598
1920,angelfish,0.002261
1920,blenny,0.032223
1920,butterflyfish,0.000182
1920,cornetfish,9e-06
1920,filefish,0.004776
1920,frogfish,0.00044
1920,goatfish,0.002853
1920,hawkfish,3.8e-05
1920,lionfish,0.0
1920,lizardfish,0.000115
1920,needlefish,0.002105
1920,parrotfish,0.001389
1920,pipefish,0.010042
1920,porcupinefish,0.000265
1920,rabbitfish,0.000242
1920,scorpionfish,6.3e-05
1920,sharksucker,0.000416
1920,soldierfish,0.0
1920,squirrelfish,8.6e-05
1920,surgeonfish,0.000521
1920,triggerfish,0.001484
1920,trumpetfish,0.000243
1920,unicornfish,6e-06
1920,wrasse,0.012208
1921,angelfish,0.002335
1921,blenny,0.034344
1921,butterflyfish,0.000174
1921,cornetfish,2.7e-05
1921,filefish,0.005092
1921,frogfish,0.000528
1921,goatfish,0.002885
1921,hawkfish,3.7e-05
1921,lionfish,2e-06
1921,lizardfish,7.1e-05
1921,needlefish,0.002635
1921,parrotfish,0.001338
1921,pipefish,0.010408
1921,porcupinefish,0.000277
1921,rabbitfish,0.000221
1921,scorpionfish,4.3e-05
1921,sharksucker,0.000492
1921,soldierfish,1e-06
1921,squirrelfish,3.9e-05
1921,surgeonfish,0.000471
1921,triggerfish,0.001743
1921,trumpetfish,0.00056
1921,unicornfish,1.8e-05
1921,wrasse,0.014248
1922,angelfish,0.00286
1922,blenny,0.036817
1922,butterflyfish,0.000185
1922,cornetfish,6.7e-05
1922,damselfish,0.0
1922,filefish,0.006019
1922,frogfish,0.000662
1922,goatfish,0.003124
1922,hawkfish,3e-05
1922,lionfish,7e-06
1922,lizardfish,5.8e-05
1922,needlefish,0.003626
1922,parrotfish,0.001361
1922,pipefish,0.012212
1922,porcupinefish,0.000298
1922,rabbitfish,0.000238
1922,scorpionfish,3.1e-05
1922,sharksucker,0.000539
1922,soldierfish,4e-06
1922,squirrelfish,3.4e-05
1922,surgeonfish,0.000529
1922,triggerfish,0.002673
1922,trumpetfish,0.001135
1922,unicornfish,4.4e-05
1922,wrasse,0.016456
1923,angelfish,0.003873
1923,blenny,0.040348
1923,butterflyfish,0.000236
1923,cornetfish,0.000127
1923,damselfish,1e-06
1923,filefish,0.00747
1923,frogfish,0.000844
1923,goatfish,0.003516
1923,hawkfish,2e-05
1923,lionfish,2e-05
1923,lizardfish,8.2e-05
1923,needlefish,0.004955
1923,parrotfish,0.001495
1923,pipefish,0.015436
1923,porcupinefish,0.000331
1923,rabbitfish,0.000293
1923,scorpionfish,3.8e-05
1923,sharksucker,0.000548
1923,soldierfish,1.4e-05
1923,squirrelfish,6e-05
1923,surgeonfish,0.00076
1923,triggerfish,0.004219
1923,trumpetfish,0.001919
1923,unicornfish,8.2e-05
1923,wrasse,0.018551
1924,angelfish,0.005232
1924,blenny,0.044558
1924,butterflyfish,0.000352
1924,cornetfish,0.000192
1924,damselfish,0.000132
1924,filefish,0.008884
1924,frogfish,0.001062
1924,goatfish,0.003984
1924,hawkfish,1.4e-05
1924,lionfish,4.6e-05
1924,lizardfish,0.000136
1924,needlefish,0.006353
1924,parrotfish,0.001922
1924,pipefish,0.019155
1924,porcupinefish,0.000368
1924,rabbitfish,0.00035
1924,scorpionfish,6.9e-05
1924,sharksucker,0.000534
1924,soldierfish,3.6e-05
1924,squirrelfish,0.000109
1924,surgeonfish,0.001112
1924,triggerfish,0.005919
1924,trumpetfish,0.002642
1924,unicornfish,0.00012
1924,wrasse,0.020301
1925,angelfish,0.006608
1925,blenny,0.048001
1925,butterflyfish,0.000546
1925,cornetfish,0.000234
1925,damselfish,0.00052
1925,filefish,0.009571
1925,frogfish,0.001277
1925,goatfish,0.004532
1925,hawkfish,1.5e-05
1925,lionfish,9e-05
1925,lizardfish,0.000211
1925,needlefish,0.007496
1925,parrotfish,0.002862
1925,pipefish,0.022055
1925,porcupinefish,0.000395
1925,rabbitfish,0.000364
1925,scorpionfish,0.000119
1925,sharksucker,0.000518
1925,soldierfish,7.2e-05
1925,squirrelfish,0.000181
1925,surgeonfish,0.001422
1925,triggerfish,0.007061
1925,trumpetfish,0.002943
1925,unicornfish,0.000136
1925,wrasse,0.021514
1926,angelfish,0.00766
1926,blenny,0.049521
1926,butterflyfish,0.00079
1926,cornetfish,0.000239
1926,damselfish,0.001598
1926,filefish,0.009288
1926,frogfish,0.001442
1926,goatfish,0.005191
1926,hawkfish,2.5e-05
1926,lionfish,0.000152
1926,lizardfish,0.00029
1926,needlefish,0.00818
1926,parrotfish,0.004364
1926,pipefish,0.023366
1926,porcupinefish,0.000405
1926,rabbitfish,0.000325
1926,scorpionfish,0.000172
1926,sharksucker,0.000508
1926,soldierfish,0.00012
1926,squirrelfish,0.000281
1926,surgeonfish,0.001521
1926,triggerfish,0.007218
1926,trumpetfish,0.002683
1926,unicornfish,0.000123
1926,wrasse,0.022139
1927,angelfish,0.008277
1927,blenny,0.049201
1927,butterflyfish,0.001006
1927,cornetfish,0.000213
1927,damselfish,0.003825
1927,filefish,0.008402
1927,frogfish,0.001534
1927,goatfish,0.00585
1927,hawkfish,4.1e-05
1927,lionfish,0.000221
1927,lizardfish,0.000391
1927,needlefish,0.008396
1927,parrotfish,0.00617
1927,pipefish,0.023213
1927,porcupinefish,0.000402
1927,rabbitfish,0.000259
1927,scorpionfish,0.000215
1927,sharksucker,0.000528
1927,soldierfish,0.000175
1927,squirrelfish,0.000436
1927,surgeonfish,0.001375
1927,triggerfish,0.006614
1927,trumpetfish,0.002088
1927,unicornfish,9.3e-05
1927,wrasse,0.022277
1928,angelfish,0.008632
1928,bannerfish,0.0
1928,blenny,0.047764
1928,butterflyfish,0.001117
1928,cornetfish,0.000174
1928,damselfish,0.007136
1928,filefish,0.007371
1928,frogfish,0.001562
1928,goatfish,0.006223
1928,hawkfish,6e-05
1928,lionfish,0.000279
1928,lizardfish,0.000532
1928,needlefish,0.008213
1928,parrotfish,0.007764
1928,pipefish,0.022193
1928,porcupinefish,0.000394
1928,rabbitfish,0.000201
1928,scorpionfish,0.000246
1928,sharksucker,0.000633
1928,soldierfish,0.000229
1928,squirrelfish,0.000673
1928,surgeonfish,0.001094
1928,triggerfish,0.005837
1928,trumpetfish,0.001533
1928,unicornfish,6.6e-05
1928,wrasse,0.022064
1929,angelfish,0.009029
1929,bannerfish,2e-06
1929,blenny,0.045949
1929,butterflyfish,0.001133
1929,cornetfish,0.000137
1929,damselfish,0.010386
1929,filefish,0.006384
1929,frogfish,0.001591
1929,goatfish,0.006108
1929,hawkfish,7.8e-05
1929,lionfish,0.000305
1929,lizardfish,0.000828
1929,needlefish,0.007732
1929,parrotfish,0.008778
1929,pipefish,0.020998
1929,porcupinefish,0.000391
1929,rabbitfish,0.000166
1929,scorpionfish,0.000288
1929,sharksucker,0.000938
1929,soldierfish,0.000269
1929,squirrelfish,0.001029
1929,surgeonfish,0.000825
1929,triggerfish,0.00535
1929,trumpetfish,0.001236
1929,unicornfish,5.7e-05
1929,wrasse,0.021689
1930,angelfish,0.009633
1930,bannerfish,6e-06
1930,blenny,0.044743
1930,butterflyfish,0.001178
1930,cornetfish,0.000109
1930,damselfish,0.0118
1930,filefish,0.005446
1930,frogfish,0.001695
1930,goatfish,0.005609
1930,hawkfish,9.7e-05
1930,lionfish,0.000293
1930,lizardfish,0.001419
1930,needlefish,0.007091
1930,parrotfish,0.009245
1930,pipefish,0.020357
1930,porcupinefish,0.0004
1930,rabbitfish,0.00015
1930,scorpionfish,0.00036
1930,sharksucker,0.001555
1930,soldierfish,0.00028
1930,squirrelfish,0.001526
1930,surgeonfish,0.000643
1930,triggerfish,0.005267
1930,trumpetfish,0.001199
1930,unicornfish,6.2e-05
1930,wrasse,0.021419
1931,angelfish,0.0103
1931,bannerfish,1.6e-05
1931,blenny,0.045042
